RefNames,DatasetRefNames,RefValues,PBE0,B3LYP
HAT707_551,HAT707,-65.0099482,-64.47168859,-63.94061305
HAT707_552,HAT707,-69.50994461,-73.10948924,-72.58294334
HAT707_553,HAT707,-63.25994959,-62.48448221,-60.87205983
HAT707_554,HAT707,-79.90993633,-107.6528294,-106.141215
HAT707_555,HAT707,-44.34996466,-48.98430696,-47.94982341
HAT707_556,HAT707,-69.91994429,-118.8390135,-113.9133282
HAT707_557,HAT707,-119.7199046,-118.4925609,-119.4895347
HAT707_558,HAT707,-39.07996886,-54.99495486,-53.4973932
HAT707_559,HAT707,-20.87998336,-19.48883112,-15.3040236
HAT707_560,HAT707,-68.70994525,-89.94605215,-87.19216364
HAT707_561,HAT707,-61.01995138,-71.6781796,-70.46827841
HAT707_562,HAT707,-3.04999757,-1.329029662,-5.166164498
HAT707_563,HAT707,23.75998107,26.66321592,23.90601706
HAT707_564,HAT707,-55.37995587,-85.05428323,-82.44966131
HAT707_565,HAT707,-63.63994929,-64.27108766,-63.09955974
HAT707_566,HAT707,33.79997307,32.06352621,31.57817132
HAT707_567,HAT707,9.739992239,11.5979945,9.540304841
HAT707_568,HAT707,-13.31998939,-9.619198288,-11.06254339
HAT707_569,HAT707,37.54997008,-2.277938,-1.776224917
HAT707_570,HAT707,5.649995498,6.971829052,9.887222235
HAT707_571,HAT707,51.71995879,10.10215062,14.07150875
HAT707_572,HAT707,23.00998167,24.79723509,24.47337228
HAT707_573,HAT707,26.61997879,30.12591624,28.49179208
HAT707_574,HAT707,10.73999144,10.84633342,10.97532309
HAT707_575,HAT707,13.58998917,13.26131044,12.95202067
HAT707_576,HAT707,9.599992351,12.271811,11.66410476
HAT707_577,HAT707,51.30995912,53.25121707,51.59946166
HAT707_578,HAT707,-6.429994877,-79.09722939,-75.02626005
HAT707_579,HAT707,2.879997705,2.826732278,3.239114738
HAT707_580,HAT707,-1.629998701,-74.88629066,-69.9242281
HAT707_581,HAT707,15.24998785,16.1424427,14.13919588
HAT707_582,HAT707,-6.809994574,-10.30154834,-8.086917775
HAT707_583,HAT707,-8.379993323,-53.22096508,-49.30359518
HAT707_584,HAT707,25.95997932,20.01837994,23.23930746
HAT707_585,HAT707,-19.41998453,-25.25384005,-22.59421419
HAT707_586,HAT707,-38.42996938,-38.9946069,-37.52784031
HAT707_587,HAT707,-56.62995488,-61.86124458,-59.37239238
HAT707_588,HAT707,-52.98995778,-58.19429596,-55.14395788
HAT707_589,HAT707,-54.05995692,-125.1469677,-120.427224
HAT707_590,HAT707,-84.41993273,-152.6366769,-148.71683
HAT707_591,HAT707,17.77998583,16.5976432,20.37709065
HAT707_592,HAT707,-19.10998477,-20.21927455,-14.84810948
HAT707_593,HAT707,-24.75998027,-21.94901731,-21.07020644
HAT707_594,HAT707,82.7099341,82.39188598,82.15877287
HAT707_595,HAT707,-63.40994947,-84.53636877,-82.00339031
HAT707_596,HAT707,-111.0999115,-110.6668849,-107.9873423
HAT707_597,HAT707,-60.59995171,-62.46539065,-59.33735023
HAT707_598,HAT707,-105.1999162,-107.8361342,-104.4541238
HAT707_599,HAT707,13.40998931,9.181338302,11.96766413
HAT707_600,HAT707,-110.6999118,-106.9374993,-108.7046687
HAT707_601,HAT707,39.00996892,40.16925344,40.17979627
HAT707_602,HAT707,7.849993745,6.590871423,8.406489772
HAT707_603,HAT707,-45.43996379,-44.14430485,-42.5675446
HAT707_604,HAT707,-93.52992548,-93.6611959,-90.3908904
HAT707_605,HAT707,-154.6398768,-155.9784056,-149.7034104
HAT707_606,HAT707,-72.87994193,-74.62389632,-71.53398292
HAT707_607,HAT707,-115.5899079,-137.3418964,-134.4855552
HAT707_608,HAT707,30.52997567,29.58635832,29.67660793
HAT707_609,HAT707,-126.8798989,-127.3547178,-125.4236145
HAT707_610,HAT707,-4.309996566,-26.55931606,-23.48830152
HAT707_611,HAT707,-95.19992414,-100.1183899,-97.24848209
HAT707_612,HAT707,-37.06997046,-67.30589086,-62.38358643
HAT707_613,HAT707,-62.08995053,-65.78518784,-62.80164024
HAT707_614,HAT707,-97.09992263,-133.1627565,-130.2048919
HAT707_615,HAT707,0,-36.03894824,-32.36426801
HAT707_616,HAT707,-124.7299006,-142.651503,-143.8065459
HAT707_617,HAT707,-87.50993027,-149.6051196,-146.6137982
HAT707_618,HAT707,-191.3998475,-230.4429488,-226.6247987
HAT707_619,HAT707,-130.509896,-131.0216665,-129.652049
HAT707_620,HAT707,-9.139992717,-73.51898094,-70.34104823
HAT707_621,HAT707,-82.66993413,-126.867101,-122.0624427
HAT707_622,HAT707,-63.59994932,-61.63426966,-62.41991639
HAT707_623,HAT707,-112.3399105,-108.5532557,-110.8703511
HAT707_624,HAT707,10.55999159,14.46330659,12.64545337
HAT707_625,HAT707,41.71996676,14.74913015,14.49467943
HAT707_626,HAT707,32.20997434,34.19039174,33.50878078
HAT707_627,HAT707,-55.15995605,-52.47067414,-51.15832487
HAT707_628,HAT707,-15.25998784,-15.6056679,-15.15411752
HAT707_629,HAT707,30.69997554,30.86381626,32.92650574
HAT707_630,HAT707,23.7199811,23.64873352,25.1272045
HAT707_631,HAT707,-76.36993915,-77.40743883,-75.6841318
HAT707_632,HAT707,21.27998304,20.35298671,22.28674153
HAT707_633,HAT707,28.53997726,28.78615897,29.90382793
HAT707_634,HAT707,33.99997291,33.48933788,34.87131359
HAT707_635,HAT707,44.90996422,41.61925574,44.20056657
HAT707_636,HAT707,-80.85993557,-86.04523947,-84.32646209
HAT707_637,HAT707,-42.56996608,-64.69414418,-61.48335829
HAT707_638,HAT707,54.60995649,54.27024879,56.50671287
HAT707_639,HAT707,-47.52996213,-49.05589927,-46.36049933
HAT707_640,HAT707,-74.61994054,-75.42023245,-72.61557858
HAT707_641,HAT707,90.95992752,114.4575806,113.0038383
HAT707_642,HAT707,-91.25992728,-120.5885796,-117.8847337
HAT707_643,HAT707,-45.06996409,-51.48625584,-48.72912847
HAT707_644,HAT707,-81.27993524,-131.7747638,-125.656847
HAT707_645,HAT707,39.48996853,40.09179886,38.41757756
HAT707_646,HAT707,-131.0698956,-131.4283111,-131.2330534
HAT707_647,HAT707,-7.129994319,11.69331233,8.815460716
HAT707_648,HAT707,-36.19997116,-52.16822258,-50.25827846
HAT707_649,HAT707,-17.99998566,-16.66209884,-12.06490886
HAT707_650,HAT707,-65.82994755,-87.11931987,-83.9530489
HAT707_651,HAT707,-58.13995367,-68.85144732,-67.22916367
HAT707_652,HAT707,-0.729999418,-2.501948878,-0.779305065
HAT707_653,HAT707,-3.779996988,-3.83097854,-5.945469563
HAT707_654,HAT707,-11.34999096,-12.93575024,-11.74351875
HAT707_655,HAT707,12.39999012,13.72746568,12.1624983
HAT707_656,HAT707,-52.49995817,-82.22755095,-79.21054657
HAT707_657,HAT707,-129.7998966,-197.9088969,-194.5503517
HAT707_658,HAT707,-74.37994073,-75.11742108,-74.07488284
HAT707_659,HAT707,23.05998163,21.21719279,20.60284823
HAT707_660,HAT707,26.80997864,-13.12427142,-12.75154801
HAT707_661,HAT707,18.96998488,16.59102734,20.94976562
HAT707_662,HAT707,39.93996818,39.74511453,39.55433547
HAT707_663,HAT707,26.90997856,22.88050873,24.01456406
HAT707_664,HAT707,22.91998174,21.89100929,22.72664815
HAT707_665,HAT707,64.6299485,62.87041536,62.66200505
HAT707_666,HAT707,16.19998709,12.44593057,14.30165813
HAT707_667,HAT707,-12.36999014,-85.73262408,-80.8995512
HAT707_668,HAT707,28.56997724,25.76164099,25.20173927
HAT707_669,HAT707,6.509994813,-0.682350049,2.975625612
HAT707_670,HAT707,39.2799687,29.63757823,34.30185084
HAT707_671,HAT707,-25.10997999,-29.37540861,-26.46529692
HAT707_672,HAT707,-39.66996839,-48.57509768,-44.08141449
HAT707_673,HAT707,-71.09994335,-143.0174786,-137.6542867
HAT707_674,HAT707,31.09997522,26.21684149,31.43963404
HAT707_675,HAT707,-5.789995387,-10.60007626,-3.785566095
HAT707_676,HAT707,-11.43999088,-12.32981902,-10.00766306
HAT707_677,HAT707,-50.08996009,-74.91717048,-70.94084692
HAT707_678,HAT707,-97.77992209,-101.0476866,-96.92479893
HAT707_679,HAT707,-91.87992679,-98.21693591,-93.39158041
HAT707_680,HAT707,-97.37992241,-97.31830097,-97.64212534
HAT707_681,HAT707,-32.11997441,-34.52510657,-31.50500121
HAT707_682,HAT707,-80.20993609,-84.04199761,-79.32834701
HAT707_683,HAT707,-83.61993337,-85.47022974,-82.50930602
HAT707_684,HAT707,-102.2699185,-127.7226981,-123.4230119
HAT707_685,HAT707,-113.5599095,-117.7355196,-114.3610711
HAT707_686,HAT707,-81.87993476,-90.49919166,-86.18593871
HAT707_687,HAT707,-48.76996114,-56.16598955,-51.73909685
HAT707_688,HAT707,-111.4099112,-133.0323048,-132.7440025
HAT707_689,HAT707,-178.0798581,-220.8237505,-215.5622553
HAT707_690,HAT707,-123.0799019,-119.3995891,-121.8456742
HAT707_691,HAT707,23.87998097,24.08250488,23.70799676
HAT707_692,HAT707,55.03995614,24.36832844,25.55722282
HAT707_693,HAT707,45.52996372,43.80959002,44.57132416
HAT707_694,HAT707,-41.83996666,-42.85147586,-40.09578148
HAT707_695,HAT707,-87.10993059,-88.25377225,-86.6594549
HAT707_696,HAT707,-91.59992701,-96.89157289,-95.30178519
HAT707_697,HAT707,-85.35993199,-86.26656587,-83.59090167
HAT707_698,HAT707,-101.9999187,-131.434913,-128.8600568
HAT707_699,HAT707,-92.01992668,-142.6210972,-136.6321701
HAT707_700,HAT707,-141.809887,-142.2746445,-142.2083765
HAT707_701,HAT707,-22.87998177,-42.5490243,-39.19573507
HAT707_702,HAT707,-4.679996271,-7.042900552,-1.002365477
HAT707_703,HAT707,-52.50995816,-77.50012158,-72.89050551
HAT707_704,HAT707,-44.81996429,-59.23224904,-56.16662028
HAT707_705,HAT707,-22.0899824,-23.78208366,-22.71884185
HAT707_706,HAT707,1.659998677,2.881132259,1.18717521
HAT707_707,HAT707,-39.17996878,-72.60835266,-68.14800319
ISOMERIZATION20_2,ISOMERIZATION20,-0.429999657,-0.310899776,-0.733211429
ISOMERIZATION20_3,ISOMERIZATION20,-15.20998788,-13.57584835,-13.8307558
ISOMERIZATION20_4,ISOMERIZATION20,-24.66998034,-29.12581662,-28.63462805
ISOMERIZATION20_5,ISOMERIZATION20,-84.5899326,-87.95656733,-87.21394055
ISOMERIZATION20_6,ISOMERIZATION20,-69.76994441,-68.95405006,-68.81455547
ISOMERIZATION20_7,ISOMERIZATION20,-59.91995226,-58.83075071,-58.5793125
ISOMERIZATION20_8,ISOMERIZATION20,-45.09996406,-39.82823344,-40.17992742
ISOMERIZATION20_9,ISOMERIZATION20,-14.81998819,-19.00251727,-18.39938508
ISOMERIZATION20_10,ISOMERIZATION20,-52.17995842,-52.80552767,-52.48216494
ISOMERIZATION20_11,ISOMERIZATION20,-4.829996151,-4.828959126,-4.730186285
ISOMERIZATION20_12,ISOMERIZATION20,-45.58996367,-44.36972024,-43.41959097
ISOMERIZATION20_13,ISOMERIZATION20,-0.209999833,0.632453182,-0.105502158
ISOMERIZATION20_14,ISOMERIZATION20,-5.399995697,-5.480172647,-5.388754588
ISOMERIZATION20_15,ISOMERIZATION20,-1.499998805,1.579759448,1.817738465
ISOMERIZATION20_16,ISOMERIZATION20,-91.8699268,-92.33407381,-93.29335964
ISOMERIZATION20_17,ISOMERIZATION20,-77.38993834,-80.06405716,-81.41162348
ISOMERIZATION20_18,ISOMERIZATION20,-26.33997901,-23.9250303,-27.71943512
ISOMERIZATION20_19,ISOMERIZATION20,-7.499994024,-7.34209887,-7.462710192
ISOMERIZATION20_20,ISOMERIZATION20,-7.649993904,-7.80518181,-7.512309826
SN13_1,SN13,-2.539997976,-3.134635853,-1.109112798
SN13_2,SN13,-14.70998828,-15.38145691,-12.23351149
SN13_3,SN13,-17.74998586,-17.24005782,-20.52100826
SN13_4,SN13,-24.03998084,-23.79251616,-25.99280114
SN13_5,SN13,-21.4599829,-21.47554812,-24.98362856
SN13_6,SN13,-23.24998147,-22.63128009,-25.81122219
SN13_7,SN13,-31.42997496,27.69622335,20.10715511
SN13_8,SN13,-16.66998672,-16.65942912,-18.71766351
SN13_9,SN13,-24.51998046,-23.25030055,-27.12415328
SN13_10,SN13,-33.74997311,-33.6031092,-35.55857646
SN13_11,SN13,-29.07997683,-30.98720327,-27.42217807
SN13_12,SN13,-16.88998654,-18.89192259,-14.37615134
SN13_13,SN13,-48.05996171,-48.76891006,-50.77555411
